Kunde_ID,churn,ChurnProp_average,Rank_average,ChurnPropZ_average,ChurnProp_weighted_base,Rank_weighted_base,ChurnPropZ_weighted_base,ChurnProp_weighted_demographic,Rank_weighted_demographic,ChurnPropZ_weighted_demographic,ChurnProp_weighted_financial,Rank_weighted_financial,ChurnPropZ_weighted_financial,model,age,balance,estimated_salary
0,1,0.7813609129404017,2611.0,0.7116556142729786,0.8537314000571966,1992.0,0.9114674114581522,0.8621646789559545,1194.0,1.0009506656898368,0.8176697341275871,596.0,1.3818615405046644,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_High
1,0,0.7475590363142057,5951.0,-0.28503889320058406,0.7996416844887014,6408.0,-0.44197075868799934,0.8256119401115951,4771.0,-0.24146686247057364,0.7962609851066095,5641.0,-0.08506709305984671,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_4,Salary_High
2,1,0.7918082950562714,1795.0,1.0197109476355963,0.8608109324397276,1688.0,1.0886121653655678,0.8621646789559545,1194.0,1.0009506656898368,0.7926578413166724,6446.0,-0.33195469920300547,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_7,Salary_High
3,0,0.7323132240812424,7432.0,-0.7345824934748819,0.7839318749102338,7619.0,-0.8350631553803215,0.8621646789559545,1194.0,1.0009506656898368,0.7905756467409615,7033.0,-0.47462678344156173,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Above_average
4,0,0.7747103746174452,3247.0,0.5155554068337227,0.839041357800386,3082.0,0.543891732746176,0.8256119401115951,4771.0,-0.24146686247057364,0.7928415967709015,6418.0,-0.3193637656029992,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_6,Salary_Above_average
5,1,0.755311989853664,5219.0,-0.05643246714531563,0.8029473119054794,6190.0,-0.35925702512281826,0.7813094457356838,8613.0,-1.7472964471763437,0.8153908950363281,998.0,1.2257153634917795,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_High
6,0,0.7316054622443235,7490.0,-0.7554518180765157,0.7794149100182105,8122.0,-0.9480870941054708,0.8178621845800432,5860.0,-0.5048789190159333,0.805737833646887,2975.0,0.5642870782682027,CBOW,Age_Middle_aged,Balance_Cluster_1,Salary_Below_average
7,1,0.7827170851567622,2492.0,0.7516442046753011,0.8463146148102292,2527.0,0.7258838832861286,0.8772358597916462,1.0,1.5132159522957984,0.8049744222867076,3013.0,0.5119780908379554,CBOW,Age_Young_Adults,Balance_Cluster_5,Salary_High
8,0,0.6982414879673201,9611.0,-1.739234176586382,0.7366530724929023,9814.0,-2.018077988382792,0.8178621845800432,5860.0,-0.5048789190159333,0.7902809701330317,7384.0,-0.49481804045477334,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_6,Salary_Above_average
9,0,0.7491185252554913,5813.0,-0.23905523142245422,0.828267641672493,4161.0,0.27431075069526073,0.8178621845800432,5860.0,-0.5048789190159333,0.7805325921757506,8891.0,-1.1627774220296874,CBOW,Age_Young_Adults,Balance_Cluster_6,Salary_Above_average
10,0,0.7277088287818693,7832.0,-0.8703493787242587,0.7711508371660034,8821.0,-1.1548715358702257,0.8178621845800432,5860.0,-0.5048789190159333,0.7980451856069837,5040.0,0.037186421120475016,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_Above_average
11,0,0.7305791706523862,7572.0,-0.7857134276333508,0.7947706303584365,6778.0,-0.5638547530750674,0.7813094457356838,8613.0,-1.7472964471763437,0.8003240246982427,4363.0,0.1933325981333599,CBOW,Age_Young_Adults,Balance_Cluster_1,Salary_Above_average
12,0,0.7680166657342682,3907.0,0.31818225645309756,0.8275888953980364,4223.0,0.25732709481837224,0.8621646789559545,1194.0,1.0009506656898368,0.8031772070090173,3305.0,0.38883280341643617,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Below_average
13,0,0.7224767525706904,8275.0,-1.0246242931035288,0.7797610568087145,8082.0,-0.9394257751501419,0.8621646789559545,1194.0,1.0009506656898368,0.8104317224818706,1897.0,0.8859125935217655,CBOW,Age_Young_Adults,Balance_Cluster_1,Salary_Very_high
14,0,0.7291543213346217,7697.0,-0.8277270561871213,0.7816166680624708,7829.0,-0.8929944882892209,0.8256119401115951,4771.0,-0.24146686247057364,0.8107404974478634,1638.0,0.9070698707871916,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Above_average
15,0,0.7207901980705513,8422.0,-1.0743546564627255,0.744430121278101,9529.0,-1.8234799106086976,0.832933365415735,3455.0,0.007386367590032179,0.8006974428826522,3781.0,0.21891923219905068,CBOW,Age_Middle_aged,Balance_Cluster_6,Salary_Above_average
16,1,0.8188824670980026,257.0,1.818029895036141,0.8787438295060797,628.0,1.537330875305311,0.832933365415735,3455.0,0.007386367590032179,0.8160737696800477,928.0,1.272505970781628,CBOW,Age_Pre_retirees,Balance_Cluster_6,Salary_Low
17,0,0.7109442082562908,9094.0,-1.3646771162787246,0.7745875180246187,8592.0,-1.0688785702246506,0.8256119401115951,4771.0,-0.24146686247057364,0.8031772070090173,3305.0,0.38883280341643617,CBOW,Age_Young_Adults,Balance_Cluster_1,Salary_Below_average
18,0,0.7780540678224042,2924.0,0.6141487686435974,0.8238147590173017,4632.0,0.16289028398776143,0.7813094457356838,8613.0,-1.7472964471763437,0.8208481952314912,104.0,1.5996498661755971,CBOW,Age_Middle_aged,Balance_Cluster_1,Salary_Very_high
19,0,0.7063849423237233,9314.0,-1.4991133004987356,0.7817734957944171,7809.0,-0.8890703293927876,0.8621646789559545,1194.0,1.0009506656898368,0.7820480603774905,8535.0,-1.0589374593952257,CBOW,Age_Young_Adults,Balance_Cluster_1,Salary_Average
20,0,0.7195435949607467,8521.0,-1.1111124520810558,0.7781941075833766,8271.0,-0.9786341324129518,0.8178621845800432,5860.0,-0.5048789190159333,0.8006833445245893,3904.0,0.2179532119468439,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Very_high
21,0,0.7629956164927795,4442.0,0.17012976054913553,0.8165798860819417,5061.0,-0.018141416474295013,0.8256119401115951,4771.0,-0.24146686247057364,0.8176697341275871,596.0,1.3818615405046644,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_High
22,1,0.800313032740863,1176.0,1.2704847561870012,0.8742192713912049,888.0,1.4241169382129375,0.8256119401115951,4771.0,-0.24146686247057364,0.8072532613779664,2609.0,0.668124267850825,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_High
23,0,0.7142281962100512,8881.0,-1.267844245360969,0.7437216742317845,9545.0,-1.8412067421132547,0.8178621845800432,5860.0,-0.5048789190159333,0.8261168242452589,1.0,1.9606566093697688,CBOW,Age_Middle_aged,Balance_Cluster_1,Salary_Low
24,0,0.7813426227426088,2613.0,0.7111163028056788,0.8524172313383469,2094.0,0.8785841528310863,0.8621646789559545,1194.0,1.0009506656898368,0.8129923491197403,1339.0,1.061366868373532,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Very_high
25,0,0.6834228287800668,9922.0,-2.176182585794283,0.7334161328371842,9859.0,-2.099073010051207,0.8178621845800432,5860.0,-0.5048789190159333,0.8072532613779664,2609.0,0.668124267850825,CBOW,Age_Young_Adults,Balance_Cluster_1,Salary_High
26,0,0.7781521437584359,2913.0,0.6170406715944056,0.8408816618260619,2905.0,0.5899400006441524,0.832933365415735,3455.0,0.007386367590032179,0.790467439667128,7238.0,-0.4820411379563952,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_6,Salary_Very_high
27,0,0.720474772573099,8452.0,-1.0836554081430099,0.7708239969639519,8837.0,-1.1630497634749664,0.8178621845800432,5860.0,-0.5048789190159333,0.7917964383347716,6667.0,-0.3909780778203115,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Average
28,0,0.7929456450747133,1706.0,1.0532472666096007,0.8555067511484851,1899.0,0.9558904206588137,0.8772358597916462,1.0,1.5132159522957984,0.7972102068127555,5504.0,-0.02002637073730061,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_6,Salary_High
29,0,0.7086252276254377,9201.0,-1.4330554280295476,0.7721830474926654,8764.0,-1.1290434677977603,0.8178621845800432,5860.0,-0.5048789190159333,0.7884995532189483,7725.0,-0.6168808231528412,CBOW,Age_Young_Adults,Balance_Cluster_3,Salary_Average
30,1,0.792723349074356,1724.0,1.0466925653709795,0.8542826824908817,1962.0,0.9252616546047187,0.8256119401115951,4771.0,-0.24146686247057364,0.8176697341275871,596.0,1.3818615405046644,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_High
31,0,0.7382851083782984,6869.0,-0.5584933270665741,0.795523025402669,6700.0,-0.5450282504545567,0.8178621845800432,5860.0,-0.5048789190159333,0.789022973460893,7646.0,-0.5810160400427379,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_4,Salary_Very_high
32,0,0.7397303460863548,6744.0,-0.51587851897343,0.7762826633054912,8476.0,-1.0264624786818741,0.832933365415735,3455.0,0.007386367590032179,0.7980451856069837,5040.0,0.037186421120475016,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_Above_average
33,0,0.721512019235615,8363.0,-1.0530707733649567,0.7788723696138563,8191.0,-0.9616625933363669,0.8256119401115951,4771.0,-0.24146686247057364,0.7917964383347716,6667.0,-0.3909780778203115,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Average
34,0,0.7106631961801814,9102.0,-1.3729631412201606,0.7737366694863688,8657.0,-1.090168585832557,0.8256119401115951,4771.0,-0.24146686247057364,0.7975048834206853,5147.0,0.00016488627591103338,CBOW,Age_Young_Adults,Balance_Cluster_1,Salary_High
35,1,0.8216443694906914,177.0,1.899468359989228,0.8864936099279019,249.0,1.7312466414154752,0.8621646789559545,1194.0,1.0009506656898368,0.7931341524438064,6381.0,-0.2993178351716895,CBOW,Age_Middle_aged,Balance_Cluster_6,Salary_Below_average
36,0,0.739096106985402,6795.0,-0.534579925269161,0.7868820156538276,7395.0,-0.7612444442313027,0.7813094457356838,8613.0,-1.7472964471763437,0.7972102068127555,5504.0,-0.02002637073730061,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_6,Salary_High
37,0,0.7302288691405567,7600.0,-0.796042546240024,0.7834251430774974,7658.0,-0.8477426490187184,0.7813094457356838,8613.0,-1.7472964471763437,0.7814759023151349,8807.0,-1.0981417605793768,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_4,Salary_Above_average
38,0,0.7589006924262709,4865.0,0.049385330565405276,0.8361699504073001,3433.0,0.4720430952187515,0.8178621845800432,5860.0,-0.5048789190159333,0.7943570649726415,6126.0,-0.21552380296853735,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Average
39,0,0.7129111597091156,8965.0,-1.3066788657325323,0.7450852166943638,9512.0,-1.807088048826119,0.832933365415735,3455.0,0.007386367590032179,0.8175513101156677,899.0,1.3737471208430598,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_3,Salary_Very_high
40,0,0.7872220089618785,2131.0,0.8844780370331965,0.859889137576473,1724.0,1.0655469238522606,0.7813094457356838,8613.0,-1.7472964471763437,0.8003240246982427,4363.0,0.1933325981333599,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_Above_average
41,1,0.799007617677546,1268.0,1.2319928097791228,0.8464806609077641,2512.0,0.7300387050308087,0.8621646789559545,1194.0,1.0009506656898368,0.8081528833906115,2292.0,0.7297664165088806,CBOW,Age_Middle_aged,Balance_Cluster_5,Salary_Very_high
42,0,0.7919812646052077,1779.0,1.02481119107153,0.8513618128427082,2177.0,0.8521753676773391,0.8621646789559545,1194.0,1.0009506656898368,0.7980451856069837,5040.0,0.037186421120475016,CBOW,Age_Pre_retirees,Balance_Cluster_5,Salary_Above_average
43,1,0.7971057513439984,1397.0,1.175913682884531,0.8460629844273706,2542.0,0.7195875631566943,0.8621646789559545,1194.0,1.0009506656898368,0.8029492945545293,3462.0,0.3732162297854064,CBOW,Age_Middle_aged,Balance_Cluster_6,Salary_Very_high
44,0,0.78426568252946,2347.0,0.7973067136751645,0.8410145686562096,2891.0,0.5932656083887002,0.8256119401115951,4771.0,-0.24146686247057364,0.8062527751701971,2868.0,0.599570899121759,CBOW,Age_Pre_retirees,Balance_Cluster_7,Salary_Very_high
45,0,0.7428940903957474,6433.0,-0.4225911961690332,0.7950278199198737,6751.0,-0.5574193306337826,0.8772358597916462,1.0,1.5132159522957984,0.795053194037176,6049.0,-0.16782500205207204,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_High
46,1,0.7762082119636609,3105.0,0.5597211871118795,0.8500640940915462,2281.0,0.8197037217557974,0.8772358597916462,1.0,1.5132159522957984,0.8075350489245772,2550.0,0.6874323656897143,CBOW,Age_Young_Adults,Balance_Cluster_5,Salary_High
47,1,0.7942642886445518,1598.0,1.0921292736031052,0.8566802774663707,1856.0,0.9852545113293613,0.8772358597916462,1.0,1.5132159522957984,0.807626679562376,2401.0,0.6937109019165234,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_6,Salary_High
48,0,0.7555573594607008,5193.0,-0.049197409093982444,0.8021715124391715,6230.0,-0.37866915548890406,0.832933365415735,3455.0,0.007386367590032179,0.7980451856069837,5040.0,0.037186421120475016,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_Above_average
49,0,0.774675021571333,3251.0,0.5145129739749735,0.8295142119829997,4030.0,0.3055025553161261,0.8772358597916462,1.0,1.5132159522957984,0.79823165514108,4980.0,0.0499633236188532,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_Very_high
50,0,0.7658511093423293,4138.0,0.2543278679722793,0.8181035960996175,4962.0,0.019985005091835085,0.832933365415735,3455.0,0.007386367590032179,0.7984045054333303,4835.0,0.06180703493395901,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_Very_high
51,0,0.736728052883885,7013.0,-0.6044052353394624,0.7761339595859206,8488.0,-1.030183357743528,0.832933365415735,3455.0,0.007386367590032179,0.8006974428826522,3781.0,0.21891923219905068,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_6,Salary_Above_average
52,0,0.7327085673859467,7389.0,-0.7229252560758257,0.7843985421848538,7578.0,-0.8233861610461755,0.8621646789559545,1194.0,1.0009506656898368,0.7973320331284348,5393.0,-0.01167882503920238,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_1,Salary_High
53,1,0.7843896119683342,2337.0,0.800960942474534,0.8372355372516967,3302.0,0.4987063137928197,0.832933365415735,3455.0,0.007386367590032179,0.8108051406662801,1493.0,0.9114992275874563,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_6,Salary_Very_high
54,1,0.8016693365013421,1099.0,1.3104772253473567,0.8728792932999827,1001.0,1.390587874937995,0.832933365415735,3455.0,0.007386367590032179,0.7808041620634147,8823.0,-1.1441694387309833,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_4,Salary_Average
55,0,0.7758811256392353,3133.0,0.5500766000189831,0.8400330555965626,2981.0,0.5687060923058143,0.8178621845800432,5860.0,-0.5048789190159333,0.8153908950363281,998.0,1.2257153634917795,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_5,Salary_High
56,0,0.8135575679545106,457.0,1.6610179696965854,0.8716687086740118,1135.0,1.3602965076464382,0.8178621845800432,5860.0,-0.5048789190159333,0.8006974428826522,3781.0,0.21891923219905068,CBOW,Age_Middle_aged,Balance_Cluster_6,Salary_Above_average
57,0,0.7530926352582136,5432.0,-0.12187316914785953,0.8255271714603669,4476.0,0.2057384361571468,0.832933365415735,3455.0,0.007386367590032179,0.760639311356513,9859.0,-2.525866092959729,CBOW,Age_Young_Adults,Balance_Cluster_4,Salary_Average
58,1,0.7976391831816706,1353.0,1.1916426493143817,0.8749541696754719,828.0,1.4425056351888408,0.8256119401115951,4771.0,-0.24146686247057364,0.8157003514956381,952.0,1.2469193367159295,CBOW,Age_Young_Seniors,Balance_Cluster_1,Salary_Low
59,0,0.7727669205014042,3440.0,0.45825000736120325,0.8344965679906263,3608.0,0.4301715561992914,0.8178621845800432,5860.0,-0.5048789190159333,0.7755302511925338,9487.0,-1.5055380950584356,CBOW,Age_Middle_aged,Balance_Cluster_2,Salary_Average
60,0,0.7767698552443592,3040.0,0.5762820064776777,0.832419028311626,3785.0,0.37818715450667006,0.832933365415735,3455.0,0.007386367590032179,0.7803597418835001,8959.0,-1.174621133344801,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_6,Salary_Above_average
61,0,0.7249314489246778,8109.0,-0.9522442178612424,0.780700614501971,7964.0,-0.9159160703616688,0.8772358597916462,1.0,1.5132159522957984,0.7829094633593913,8460.0,-0.9999140807779194,CBOW,Age_Young_Adults,Balance_Cluster_7,Salary_High
62,0,0.7256660787216179,8044.0,-0.9305826547553278,0.7621591835379155,9181.0,-1.3798615751980652,0.7813094457356838,8613.0,-1.7472964471763437,0.807134837366047,2836.0,0.6600098481892206,CBOW,Age_Adults_in_their_Prime,Balance_Cluster_3,Salary_Very_high
63,0,0.7586690837996354,4886.0,0.04255603381943072,0.8224106378485582,4729.0,0.12775622633346964,0.7813094457356838,8613.0,-1.7472964471763437,0.7691668977199839,9716.0,-1.9415554170060652,CBOW,Age_Pre_retirees,Balance_Cluster_4,Salary_Above_average
